376552.000000	6.152693	3.219896	376552.005577	37.000000	0.005577
376553.000000	6.150661	3.214313	376553.000768	38.000000	0.000768
376554.000000	6.145238	3.209837	376554.002271	37.000000	0.002271
376555.000000	6.148448	3.208869	376555.003236	38.000000	0.003236
376556.000000	6.154540	3.206240	376556.004216	37.000000	0.004216
376557.000000	6.151735	3.210813	376557.005063	37.000000	0.005063
376558.000000	6.150098	3.203723	376558.005658	37.000000	0.005658
376559.000000	6.152726	3.203152	376559.006896	36.000000	0.006896
376560.000000	6.157047	3.185651	376560.012505	38.000000	0.012505
376561.000000	6.156572	3.182233	376561.012184	38.000000	0.012184
376562.000000	6.142591	3.247156	376561.960578	37.000000	-0.039422
376563.000000	6.143417	3.240640	376562.999557	36.000000	-0.000443
376564.000000	6.143971	3.239236	376564.003255	38.000000	0.003255
376565.000000	6.142258	3.235505	376565.005024	38.000000	0.005024
376566.000000	6.160710	3.194491	376564.342838	26.000000	-1.657162
376567.000000	6.159412	3.182985	376567.034290	36.000000	0.034290
376568.000000	6.161812	3.182595	376568.024349	37.000000	0.024349
376569.000000	6.164103	3.182133	376569.020011	37.000000	0.020011
376570.000000	6.137545	3.228761	376569.974976	36.000000	-0.025024
376571.000000	6.141376	3.228704	376570.998443	38.000000	-0.001557
376572.000000	6.144202	3.228849	376572.001447	37.000000	0.001447
376573.000000	6.145762	3.225790	376573.004841	36.000000	0.004841
376574.000000	6.142933	3.221931	376574.005381	39.000000	0.005381
376575.000000	6.143979	3.220521	376575.005887	38.000000	0.005887
376576.000000	6.144768	3.217954	376576.006563	37.000000	0.006563
376577.000000	6.146449	3.221751	376577.002110	37.000000	0.002110
376578.000000	6.149271	3.219642	376578.002205	39.000000	0.002205
376579.000000	6.148112	3.215481	376579.003613	37.000000	0.003613
376580.000000	6.148922	3.214941	376580.004162	37.000000	0.004162
376581.000000	6.148792	3.211196	376581.005007	37.000000	0.005007
376582.000000	6.149558	3.210194	376582.005644	37.000000	0.005644
376583.000000	6.149729	3.209378	376583.005966	38.000000	0.005966
376584.000000	6.154227	3.204640	376582.485547	29.000000	-1.514453
376585.000000	6.154758	3.204298	376585.000950	37.000000	0.000950
376586.000000	6.149474	3.198625	376586.006698	38.000000	0.006698
376587.000000	6.155263	3.199290	376587.009652	37.000000	0.009652
376588.000000	6.156402	3.196370	376588.009360	38.000000	0.009360
376589.000000	6.156801	3.193190	376589.009709	38.000000	0.009709
376590.000000	6.156869	3.190391	376590.010055	38.000000	0.010055
376591.000000	6.158842	3.189144	376591.041888	37.000000	0.041888
376592.000000	6.161787	3.187254	376592.013878	38.000000	0.013878
376593.000000	6.157510	3.183292	376593.014442	37.000000	0.014442
376594.000000	6.163301	3.183004	376594.015842	37.000000	0.015842
376595.000000	6.162195	3.180391	376595.015760	37.000000	0.015760
376596.000000	6.144298	3.229389	376595.981191	37.000000	-0.018809
376597.000000	6.141444	3.225354	376597.001665	38.000000	0.001665
376598.000000	6.150102	3.227610	376598.005348	38.000000	0.005348
376599.000000	6.146675	3.223876	376599.006364	37.000000	0.006364
376600.000000	6.146580	3.221429	376600.007118	37.000000	0.007118
376601.000000	6.149218	3.219557	376601.007609	37.000000	0.007609
